150.00000000 	 -64.97404765 
147.50000000 	 -64.97404765 
142.50000000 	 -64.97404765 
137.50000000 	 -64.97404765 
132.50000000 	 -64.97404765 
127.50000000 	 -64.97404765 
122.50000000 	 -64.97404765 
117.50000000 	 -64.97404765 
112.50000000 	 -64.97404765 
107.50000000 	 -64.97404765 
102.50000000 	 -64.97404765 
97.50000000 	 -64.97404765 
92.50000000 	 -64.97404765 
87.50000000 	 -64.97404765 
82.50000000 	 -64.97404765 
77.50000000 	 -64.97404765 
72.50000000 	 -64.97404765 
67.50000000 	 -64.97404765 
62.50000000 	 -64.97404765 
57.50000000 	 -64.97404765 
52.50000000 	 -64.97404765 
47.50000000 	 -64.97404765 
42.50000000 	 -64.97404765 
37.50000000 	 -64.97404765 
32.50000000 	 -64.97404765 
27.50000000 	 -64.97404765 
22.50000000 	 -64.97404765 
17.50000000 	 -64.97404765 
12.50000000 	 -64.97404765 
7.50000000 	 -64.97404765 
2.50000000 	 -64.97404765 
